No_,Description,Base Unit of Measure,Gross Weight,Net Weight,Gen_ Prod_ Posting Group,Item Category Code,Fecha creación,Cód_ grupo precio,Unidad medida trabajo,Cód_ formato,Cód_ embalaje,Clave estadistica 1,Clave estadistica 2,Clave estadistica 4,Clave estadistica 5,Unidad medida LM,Categoria WEB 1,Categoria WEB 2,Grosor comercial,formato_Código,formato_Descripción,formato_Largo,formato_Alto,Superficie,formato_Grosor,Grupo_registro_IVA_produto,Unidad medida venta,Situación producto,embalaje_Codigo,Embalaje_Descripcion,Cód formato,Piezas/Caja,M2/Caja,Cajas/Palet,M2/Pallet,MLin/Caja,EAN,Cód. arancelario
A027316,CAJA APE PELDAÑO 33X33 (exagres),UN,0,0,CAJAS,OTROS,12/08/2016,,UN,2500800,UNIDADES,,,,,,,,0,2500800,25X8,8,25,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,2500800,1,0,"99,999.00",0,0,A027316,9999999999
A026898,CAJA CARMEN PELDAÑO 33X33 (exagres),UN,0,0,CAJAS,OTROS,06/04/2016,,UN,2500800,UNIDADES,,,,,,,,0,2500800,25X8,8,25,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,2500800,1,0,"99,999.00",0,0,,9999999999
A017809,ESTUCHE ANONIMO 45X45,UN,0,0,CAJAS,OTROS,08/03/2013,,UN,2500800,UNIDADES,,,,,,,,0,2500800,25X8,8,25,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,2500800,1,0,"99,999.00",0,0,,9999999999
PAN23078,CARPETA CUADRIPTICA BAROQUE NEMO,UN,3.83,3.75,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,C.REPRESEN,UNIDADES,,,APE,,,,,0,C.REPRESEN,C.REPRESEN,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,C.REPRESEN,1,0,"99,999.00",0,0,,94036030
EXPO0227,ESTUCHE MUESTRAS 10X10 APEGRUPO,UN,0.15,0.15,EXPO/PANEL,PUBL-MUEB-PZ,10/05/2017,,UN,PIEZAS,UNIDADES,,,APE,,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,EXPO0227,49111010
PAN38019,P.55X123 CEPPO NEUTRO,UN,4.07,4,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.MANO,UNIDADES,,,APE,4.STONES,,,,0,P.MANO,P.MANO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.MANO,1,0,"99,999.00",0,0,,94036030
PAN38027,P.55X123 VALMALENCO NEUTRO,UN,4.07,4,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.MANO,UNIDADES,,,APE,4.STONES,,,,0,P.MANO,P.MANO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.MANO,1,0,"99,999.00",0,0,,94036030
PAN38139,P.PARIS FOTO-4.STONES CEPPO 130X240,UN,50.27,49.4,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PARIS,UNIDADES,,,APE,4.STONES,,,,0,PARIS,PARIS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PARIS,1,0,"99,999.00",0,0,,94036030
PAN38137,P.PARIS FOTO-4.STONES VALMALENCO 130X240,UN,51.84,50.94,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PARIS,UNIDADES,,,APE,4.STONES,,,,0,PARIS,PARIS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PARIS,1,0,"99,999.00",0,0,,94036030
PAN38253,P.BOURG LAPADO RECT. 60X120,UN,16.94,16.65,EXPO/PANEL,PUBL-SUB,04/01/2023,P19,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38296,P.CEPPO LAPADO RECT. 60X120,UN,16.94,16.65,EXPO/PANEL,PUBL-SUB,04/01/2023,P19,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38367,P.VALMALENCO LAPADO RECT. 60X120,UN,17.27,16.97,EXPO/PANEL,PUBL-SUB,04/01/2023,P19,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38252,P.BOURG RECT. 60X120,UN,16.99,16.69,EXPO/PANEL,PUBL-SUB,04/01/2023,P20,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38294,P.CEPPO RECT. 60X120,UN,16.88,16.58,EXPO/PANEL,PUBL-SUB,04/01/2023,P20,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38364,P.VALMALENCO RECT. 60X120,UN,17.27,16.97,EXPO/PANEL,PUBL-SUB,04/01/2023,P20,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38302,P.CEPPO LAPADO RECT. 20X120,UN,5.66,5.56,EXPO/PANEL,PUBL-SUB,04/01/2023,P21,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38299,P.CEPPO LAPADO RECT. 30X120,UN,8.47,8.32,EXPO/PANEL,PUBL-SUB,04/01/2023,P21,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38373,P.VALMALENCO LAPADO RECT. 20X120,UN,5.71,5.61,EXPO/PANEL,PUBL-SUB,04/01/2023,P21,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38370,P.VALMALENCO LAPADO RECT. 30X120,UN,8.49,8.34,EXPO/PANEL,PUBL-SUB,04/01/2023,P21,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38301,P.CEPPO RECT. 20X120,UN,5.66,5.56,EXPO/PANEL,PUBL-SUB,04/01/2023,P22,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38298,P.CEPPO RECT. 30X120,UN,8.47,8.32,EXPO/PANEL,PUBL-SUB,04/01/2023,P22,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38372,P.VALMALENCO RECT. 20X120,UN,5.77,5.67,EXPO/PANEL,PUBL-SUB,04/01/2023,P22,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38369,P.VALMALENCO RECT. 30X120,UN,8.61,8.46,EXPO/PANEL,PUBL-SUB,04/01/2023,P22,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38254,P.ANTI-SLIP BOURG RECT. 60X120,UN,16.75,16.46,EXPO/PANEL,PUBL-SUB,04/01/2023,P25,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38295,P.ANTI-SLIP CEPPO RECT. 60X120,UN,17.27,16.97,EXPO/PANEL,PUBL-SUB,04/01/2023,P25,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38365,P.ANTI-SLIP VALMALENCO RECT. 60X120,UN,17.36,17.06,EXPO/PANEL,PUBL-SUB,04/01/2023,P25,UN,PIEZAS,UNIDADES,,,APE,4.STONES,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN38124,P.M.ESP.FOTO-4.STONES BOURG 60X120 GENERICO,UN,39.51,38.82,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,TURIA,UNIDADES,,,APE,4.STONES,,,,0,TURIA,TURIA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,TURIA,1,0,"99,999.00",0,0,,94036030
PAN38122,P.M.ESP.FOTO-4.STONES CEPPO 60X120 GENERICO,UN,37.28,35.73,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,TURIA,UNIDADES,,,APE,4.STONES,,,,0,TURIA,TURIA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,TURIA,1,0,"99,999.00",0,0,,94036030
PAN38126,P.M.ESP.FOTO-4.STONES VALMALENCO 60X120 GENERICO,UN,40.08,39.38,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,TURIA,UNIDADES,,,APE,4.STONES,,,,0,TURIA,TURIA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,TURIA,1,0,"99,999.00",0,0,,94036030
PAN38123,P.T.FOTO-4.STONES BOURG 60X120 GENERICO,UN,39.51,38.82,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,TURIA,UNIDADES,,,APE,4.STONES,,,,0,TURIA,TURIA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,TURIA,1,0,"99,999.00",0,0,,94036030
PAN38121,P.T.FOTO-4.STONES CEPPO 60X120 GENERICO,UN,37.28,35.73,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,TURIA,UNIDADES,,,APE,4.STONES,,,,0,TURIA,TURIA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,TURIA,1,0,"99,999.00",0,0,,94036030
PAN38125,P.T.FOTO-4.STONES VALMALENCO 60X120 GENERICO,UN,40.08,39.38,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,TURIA,UNIDADES,,,APE,4.STONES,,,,0,TURIA,TURIA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,TURIA,1,0,"99,999.00",0,0,,94036030
PAN25983,CARPETA REPRESENTANTE ALABAMA,UN,4.4,4.3,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,C.REPRESEN,UNIDADES,,,APE,ALABAMA,,,,0,C.REPRESEN,C.REPRESEN,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,C.REPRESEN,1,0,"99,999.00",0,0,,94036030
PAN37398,P.DUA ALABAMA HAYA DECOWOOD,UN,1.52,1.49,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.DUA,UNIDADES,,,APE,ALABAMA,,,,0,P.DUA,DUA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.DUA,1,0,"99,999.00",0,0,,94036030
PAN37397,P.DUA ALABAMA SNOW DECOWOOD,UN,1.52,1.5,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.DUA,UNIDADES,,,APE,ALABAMA,,,,0,P.DUA,DUA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.DUA,1,0,"99,999.00",0,0,,94036030
PAN37396,P.DUA ALABAMA WHITE DECOWOOD,UN,1.55,1.53,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.DUA,UNIDADES,,,APE,ALABAMA,,,,0,P.DUA,DUA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.DUA,1,0,"99,999.00",0,0,,94036030
PAN25599,P.50X122 ALABAMA GENERICO,UN,9.64,9.4,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.MANO,UNIDADES,,,APE,ALABAMA,,,,0,P.MANO,P.MANO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.MANO,1,0,"99,999.00",0,0,,94036030
PAN37673,P.1005X1005 ALABAMA ARTICO ANTOINETTE,UN,53.9,52.11,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37674,P.1005X1005 ALABAMA CENERE GERALDINE,UN,53.41,52.29,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37675,P.1005X1005 ALABAMA FAGGIO LAURE,UN,53.36,52.24,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37676,P.1005X1005 ALABAMA NEBBIA ISABELLE,UN,55.87,54.51,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37677,P.1005X1005 ALABAMA NEBBIA JANETTE,UN,55.87,54.51,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37678,P.1005X1005 ALABAMA QUERCIA CAMILLE,UN,53,51.88,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37672,P.1005X1005 ALABAMA SANDALO LOU-LOU,UN,53,51.88,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37679,P.1005X1005 ALABAMA SANDALO MADELEINE,UN,53,51.88,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37671,P.1200X1200 ALABAMA ARTICO ANTOINETTE,UN,65.67,63.49,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37664,P.1200X1200 ALABAMA ARTICO ISABELLE,UN,65.67,63.49,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37665,P.1200X1200 ALABAMA CENERE LAURE,UN,65.08,63.71,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37666,P.1200X1200 ALABAMA FAGGIO GERALDINE,UN,65.01,63.65,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37667,P.1200X1200 ALABAMA NEBBIA MADELEINE,UN,68.03,66.37,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37668,P.1200X1200 ALABAMA QUERCIA LOU-LOU,UN,64.58,63.22,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37669,P.1200X1200 ALABAMA SANDALO CAMILLE,UN,64.58,63.22,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN37670,P.1200X1200 ALABAMA SANDALO JANETTE,UN,64.58,63.22,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,P.PAVIMENT,UNIDADES,,,APE,ALABAMA,,,,0,P.PAVIMENT,P.PAVIMENTO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,P.PAVIMENT,1,0,"99,999.00",0,0,,94036030
PAN28163,P.PERFORADO 12X14 ALABAMA ARTICO,UN,0.26,0.25,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PERFORADO,UNIDADES,,,APE,ALABAMA,,,,0,PERFORADO,PERFORADO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PERFORADO,1,0,"99,999.00",0,0,,94036030
PAN28164,P.PERFORADO 12X14 ALABAMA CENERE,UN,0.26,0.26,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PERFORADO,UNIDADES,,,APE,ALABAMA,,,,0,PERFORADO,PERFORADO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PERFORADO,1,0,"99,999.00",0,0,,94036030
PAN28165,P.PERFORADO 12X14 ALABAMA FAGGIO,UN,0.26,0.25,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PERFORADO,UNIDADES,,,APE,ALABAMA,,,,0,PERFORADO,PERFORADO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PERFORADO,1,0,"99,999.00",0,0,,94036030
PAN28166,P.PERFORADO 12X14 ALABAMA NEBBIA,UN,0.26,0.25,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PERFORADO,UNIDADES,,,APE,ALABAMA,,,,0,PERFORADO,PERFORADO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PERFORADO,1,0,"99,999.00",0,0,,94036030
PAN28167,P.PERFORADO 12X14 ALABAMA QUERCIA,UN,0.26,0.25,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PERFORADO,UNIDADES,,,APE,ALABAMA,,,,0,PERFORADO,PERFORADO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PERFORADO,1,0,"99,999.00",0,0,,94036030
PAN28168,P.PERFORADO 12X14 ALABAMA SANDALO,UN,0.26,0.25,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PERFORADO,UNIDADES,,,APE,ALABAMA,,,,0,PERFORADO,PERFORADO,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PERFORADO,1,0,"99,999.00",0,0,,94036030
EXPO0207,EXPO. ALABAMA ANTISLIP + TRASERA,UN,27.17,26.7,EXPO/PANEL,PUBL-MUEB,12/03/2018,,UN,PIEZAS,UNIDADES,,,APE,ALABAMA,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,EXPO0207,94036030
PAN25424,EXPOSITOR ALABAMA + CHEVRON,UN,135,115.38,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ALABAMA,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN27166,EXPOSITOR ALABAMA ANTISLIP,UN,103.97,101.63,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIEZAS,UNIDADES,,,APE,ALABAMA,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN26220,P.ALABAMA ARTICO RECT.20X120,UN,5.83,5.69,EXPO/PANEL,PUBL-SUB,04/01/2023,R53,UN,PIEZAS,UNIDADES,,,APE,ALABAMA,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN26223,P.ALABAMA CENERE RECT.20X120,UN,5.34,5.25,EXPO/PANEL,PUBL-SUB,04/01/2023,R53,UN,PIEZAS,UNIDADES,,,APE,ALABAMA,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN26224,P.ALABAMA FAGGIO RECT.20X120,UN,5.96,5.81,EXPO/PANEL,PUBL-SUB,04/01/2023,R53,UN,PIEZAS,UNIDADES,,,APE,ALABAMA,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN26222,P.ALABAMA NEBBIA RECT.20X120,UN,5.96,5.81,EXPO/PANEL,PUBL-SUB,04/01/2023,R53,UN,PIEZAS,UNIDADES,,,APE,ALABAMA,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN26221,P.ALABAMA QUERCIA RECT.20X120,UN,5.96,5.81,EXPO/PANEL,PUBL-SUB,04/01/2023,R53,UN,PIEZAS,UNIDADES,,,APE,ALABAMA,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN26225,P.ALABAMA SANDALO RECT.20X120,UN,5.96,5.81,EXPO/PANEL,PUBL-SUB,04/01/2023,R53,UN,PIEZAS,UNIDADES,,,APE,ALABAMA,,,,0,PIEZAS,PIEZAS,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIEZAS,1,0,"99,999.00",0,0,,94036030
PAN25291,P.PIPELINE ALABAMA ARTICO,UN,18.14,17.74,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIPELINE,UNIDADES,,,APE,ALABAMA,,,,0,PIPELINE,PIPELINE,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIPELINE,1,0,"99,999.00",0,0,,94036030
PAN25292,P.PIPELINE ALABAMA CENERE,UN,18.14,17.74,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIPELINE,UNIDADES,,,APE,ALABAMA,,,,0,PIPELINE,PIPELINE,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIPELINE,1,0,"99,999.00",0,0,,94036030
PAN25293,P.PIPELINE ALABAMA FAGGIO,UN,18.14,17.74,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIPELINE,UNIDADES,,,APE,ALABAMA,,,,0,PIPELINE,PIPELINE,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIPELINE,1,0,"99,999.00",0,0,,94036030
PAN25290,P.PIPELINE ALABAMA NEBBIA,UN,18.14,17.74,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIPELINE,UNIDADES,,,APE,ALABAMA,,,,0,PIPELINE,PIPELINE,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIPELINE,1,0,"99,999.00",0,0,,94036030
PAN25294,P.PIPELINE ALABAMA QUERCIA,UN,18.14,17.74,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIPELINE,UNIDADES,,,APE,ALABAMA,,,,0,PIPELINE,PIPELINE,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIPELINE,1,0,"99,999.00",0,0,,94036030
PAN25295,P.PIPELINE ALABAMA SANDALO,UN,18.14,17.74,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,PIPELINE,UNIDADES,,,APE,ALABAMA,,,,0,PIPELINE,PIPELINE,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,PIPELINE,1,0,"99,999.00",0,0,,94036030
PAN26742,P.M.ESP.FOTO-ALABAMA ARTICO,UN,90.8,88.72,EXPO/PANEL,PUBL-SUB,04/01/2023,,UN,TURIA,UNIDADES,,,APE,ALABAMA,,,,0,TURIA,TURIA,0,0,0,0,IVA 21,UN,C,UNIDADES,Embalaje para Unidades,TURIA,1,0,"99,999.00",0,0,,94036030
